COMPNOS,NatureCode,INCIDENT_TYPE_DESCRIPTION,MAIN_CRIMECODE,REPTDISTRICT,REPORTINGAREA,FROMDATE,WEAPONTYPE,Shooting,DOMESTIC,SHIFT,Year,Month,DAY_WEEK,UCRPART,X,Y,STREETNAME,XSTREETNAME,Location
152018949,LARCEN,SkipFare,SkipFare,D14,0,03/07/2015 08:43:00 PM,Unarmed,No,No,First,2015,3,Saturday,Part Two,755527.28086985,2953885.89924419,BRIGHTON AV,HARVARD AV,"(42.35302635, -71.13240954)"
152020093,LARCEN,SkipFare,SkipFare,D4,0,03/12/2015 06:00:00 PM,Unarmed,No,No,First,2015,3,Thursday,Part Two,767168.14767994,2951333.3469346,HEMENWAY ST,,"(42.34587634, -71.08938955)"
152020714,LARCEN,SkipFare,SkipFare,C11,0,03/14/2015 08:30:00 PM,Unarmed,No,No,First,2015,3,Saturday,Part Two,776336.8898411,2933116.09170252,VICTORY RD,,"(42.29576135, -71.05582456)"
152020788,LARCEN,SkipFare,SkipFare,C6,0,03/15/2015 02:36:00 AM,Unarmed,No,No,Last,2015,3,Sunday,Part Two,778230.05961118,2948269.73659202,W BROADWAY,,"(42.33731631, -71.04853066)"
152021040,LARCEN,SkipFare,SkipFare,E5,0,03/16/2015 12:35:00 AM,Unarmed,No,No,Last,2015,3,Monday,Part Two,758817.40289852,2932200.62601377,WASHINGTON ST,,"(42.29348136, -71.12059454)"
152021997,PERGUN,SkipFare,SkipFare,A7,0,03/19/2015 12:04:00 AM,Other,No,No,Last,2015,3,Thursday,Part Two,,,BROOK ST,LEXINGTON ST,"(0E-8, 0E-8)"
152022865,LARCEN,SkipFare,SkipFare,D4,0,03/21/2015 11:00:00 AM,Unarmed,No,No,Day,2015,3,Saturday,Part Two,770627.28479053,2948030.32630968,WASHINGTON ST,,"(42.33676635, -71.07665456)"
152022815,IVPER,SkipFare,SkipFare,D4,0,03/21/2015 06:30:00 PM,Unarmed,No,No,First,2015,3,Saturday,Part Two,773221.13491778,2949708.77898952,HARRISON AV,,"(42.34133635, -71.06702956)"
152023674,LARCEN,SkipFare,SkipFare,C11,0,03/24/2015 01:09:00 PM,Unarmed,No,No,Day,2015,3,Tuesday,Part Two,,,WASHINGTON ST,BURT ST,"(0E-8, 0E-8)"
152023864,LARCEN,SkipFare,SkipFare,D14,0,03/24/2015 07:00:00 PM,Unarmed,No,No,First,2015,3,Tuesday,Part Two,,,ADAMS ST,,"(0E-8, 0E-8)"
152025380,LARCEN,SkipFare,SkipFare,B2,0,03/29/2015 12:59:00 AM,Unarmed,No,No,Last,2015,3,Sunday,Part Two,762976.58290036,2947017.40773186,HUNTINGTON AV,,"(42.33408758, -71.10496847)"
152026999,LARCEN,SkipFare,SkipFare,C6,0,04/03/2015 03:25:00 AM,Unarmed,No,No,Last,2015,4,Friday,Part Two,773244.95770476,2944483.01745944,MASSACHUSETTS AV,,"(42.32699635, -71.06703956)"
152029575,LARCEN,SkipFare,SkipFare,C11,0,04/12/2015 01:27:00 AM,Unarmed,No,No,Last,2015,4,Sunday,Part Two,777799.96696744,2929124.20401701,MINOT ST,,"(42.28478636, -71.05049457)"
152031169,IVPER,SkipFare,SkipFare,D4,0,04/16/2015 10:50:00 PM,Unarmed,No,No,First,2015,4,Thursday,Part Two,762704.59459918,2951104.56884885,MEDFIELD ST,,"(42.34530635, -71.10590455)"
152031182,INVEST,SkipFare,SkipFare,C11,0,04/17/2015 01:45:00 AM,Unarmed,No,No,Last,2015,4,Friday,Part Two,775166.59592185,2934196.0111306,PARK ST,DORCHESTER AV,"(42.29874135, -71.06012957)"
152031494,IVPER,SkipFare,SkipFare,E18,0,04/17/2015 10:11:00 PM,Unarmed,No,No,First,2015,4,Friday,Part Two,,,CUMMINS HY,,"(0E-8, 0E-8)"
152032103,IVPER,SkipFare,SkipFare,B2,0,04/20/2015 08:06:00 AM,Unarmed,No,No,Day,2015,4,Monday,Part Two,765134.36631444,2941701.0571441,DIMOCK ST,,"(42.31947158, -71.097081)"
