COMPNOS,NatureCode,INCIDENT_TYPE_DESCRIPTION,MAIN_CRIMECODE,REPTDISTRICT,REPORTINGAREA,FROMDATE,WEAPONTYPE,Shooting,DOMESTIC,SHIFT,Year,Month,DAY_WEEK,UCRPART,X,Y,STREETNAME,XSTREETNAME,Location
120160087,ARREST,SkipFare,SkipFare,B2,304,03/19/2012 03:58:00 AM,Unarmed,No,No,Last,2012,3,Monday,Part Two,765784.27446344,2941688.40034527,WASHINGTON ST,,"(42.3194284, -71.09467816)"
120171534,LARCRT,SkipFare,SkipFare,D14,778,03/23/2012 11:30:00 PM,Unarmed,No,No,First,2012,3,Friday,Part Two,750531.39650468,2952390.80479343,WASHINGTON ST,,"(42.34898135, -71.15091453)"
120171590,IVPER ,SkipFare,SkipFare,E5,509,03/24/2012 12:13:00 AM,Unarmed,No,No,Last,2012,3,Saturday,Part Two,760087.882006,2933959.187435,UKRAINE WY,WASHINGTON ST,"(42.29829136, -71.11586955)"
120188622,DISTRB,SkipFare,SkipFare,A1,90,03/31/2012 10:19:00 PM,Other,No,No,First,2012,3,Saturday,Part Two,777508.61814069,2957659.10724893,ATLANTIC AV,,"(42.36309139, -71.05101617)"
120190209,LARCIP,SkipFare,SkipFare,D4,149,04/01/2012 07:21:00 PM,Unarmed,No,No,First,2012,4,Sunday,Part Two,770826.672133,2951159.923972,YARMOUTH ST,COLUMBUS AV,"(42.34535135, -71.07585956)"
120197060,LARCRT,SkipFare,SkipFare,D14,939,04/04/2012 04:28:00 PM,Unarmed,No,No,First,2012,4,Wednesday,Part Two,750090.52238644,2954774.17732327,FANEUIL ST,,"(42.35552635, -71.15250953)"
120198262,IVPER ,SkipFare,SkipFare,E18,493,04/05/2012 08:37:00 AM,Unarmed,No,No,Day,2012,4,Thursday,Part Two,761753.40293201,2921459.78299418,EDWARDSON ST,,"(42.26397136, -71.10992455)"
120200017,LARCRT,SkipFare,SkipFare,D14,797,04/06/2012 12:30:00 AM,Unarmed,No,No,Last,2012,4,Friday,Part Two,759132.79760894,2953383.02656227,COMMONWEALTH AV,,"(42.35160304, -71.1190792)"
120200113,DISTRB,SkipFare,SkipFare,D4,146,04/06/2012 01:05:00 AM,Unarmed,No,No,Last,2012,4,Friday,Part Two,769284.00302827,2951237.94587868,HUNTINGTON AV,,"(42.34558635, -71.08156455)"
120217393,LARCRT,SkipFare,SkipFare,C11,396,04/06/2012 05:00:00 PM,Unarmed,No,No,First,2012,4,Friday,Part Two,774581.17222394,2932030.14243086,DORCHESTER AV,,"(42.29280635, -71.06233456)"
120202173,LARCIP,SkipFare,SkipFare,D14,820,04/06/2012 09:48:00 PM,Unarmed,No,No,First,2012,4,Friday,Part Two,759503.81983277,2956294.07060894,SOLDIERS FIELD RD,,"(42.35958647, -71.11765835)"
120213523,LARCIP,SkipFare,SkipFare,A1,173,04/11/2012 10:20:00 PM,Unarmed,No,No,First,2012,4,Wednesday,Part Two,776274.8250046,2953858.91963935,SUMMER ST,,"(42.35268134, -71.05565456)"
120234979,LARCRT,SkipFare,SkipFare,A1,121,04/12/2012 02:54:00 AM,Other,No,No,Last,2012,4,Thursday,Part Two,773717.33996211,2952870.89241594,TREMONT ST,,"(42.35000634, -71.06513456)"
120216226,IVPER ,SkipFare,SkipFare,D14,773,04/13/2012 02:20:00 AM,Unarmed,No,No,Last,2012,4,Friday,Part Two,748694.47793443,2949352.61434752,RADNOR RD,,"(42.34066486, -71.15775491)"
120230232,LARCIP,SkipFare,SkipFare,B2,322,04/19/2012 04:12:00 AM,Other,No,No,Last,2012,4,Thursday,Part Two,768850.12200628,2940166.37287752,WARREN ST,,"(42.31521135, -71.08336956)"
120236491,LARCIP,SkipFare,SkipFare,A1,100,04/21/2012 08:47:00 PM,Unarmed,No,No,First,2012,4,Saturday,Part Two,776630.1057901,2955185.47243243,FRANKLIN ST,,"(42.35631634, -71.05431456)"
120242092,LARCRT,SkipFare,SkipFare,D4,137,04/22/2012 07:16:00 PM,Unarmed,No,No,First,2012,4,Sunday,Part Two,768850.06557594,2952629.75838377,NEWBURY ST,,"(42.34941135, -71.08314456)"
120250383,LARCIP,SkipFare,SkipFare,B2,603,04/28/2012 12:17:00 AM,Other,No,No,Last,2012,4,Saturday,Part Two,763240.26216302,2946943.47677736,TREMONT ST,,"(42.33388135, -71.10399454)"
120257052,LARCIP,SkipFare,SkipFare,A1,116,05/01/2012 01:46:00 AM,Unarmed,No,No,Last,2012,5,Tuesday,Part Two,775388.84219652,2953231.61151077,BEACH ST,,"(42.35097261, -71.05894423)"
120261346,LARCIP,SkipFare,SkipFare,D4,130,05/02/2012 09:35:00 PM,Unarmed,No,No,First,2012,5,Wednesday,Part Two,770232.25506877,2952313.05822977,HUNTINGTON AV,,"(42.34852367, -71.07803723)"
120261822,LARCIP,SkipFare,SkipFare,E13,579,05/03/2012 06:10:00 AM,Unarmed,No,No,Last,2012,5,Thursday,Part Two,763458.98121377,2942937.63209876,CENTRE ST,,"(42.32288635, -71.10325455)"
120264619,LARCRT,SkipFare,SkipFare,B3,463,05/03/2012 10:46:00 AM,Unarmed,No,No,Day,2012,5,Thursday,Part Two,767432.02346453,2931927.14854236,BLUE HILL AV,,"(42.29262136, -71.08875956)"
120268352,LARCIP,SkipFare,SkipFare,D4,597,05/06/2012 12:13:00 AM,Unarmed,No,No,Last,2012,5,Sunday,Part Two,769584.2183071,2949010.94737993,MASSACHUSETTS AV,,"(42.33947135, -71.08049455)"
120278791,IVPER ,SkipFare,SkipFare,D14,939,05/09/2012 04:24:00 PM,Unarmed,No,No,First,2012,5,Wednesday,Part Two,750337.29321835,2955239.8312476,N BEACON ST,,"(42.35680135, -71.15158952)"
120279891,PERGUN,SkipFare,SkipFare,D14,801,05/10/2012 11:25:00 PM,Firearm,No,No,First,2012,5,Thursday,Part Two,755949.21834619,2953825.76944318,BRIGHTON AV,,"(42.35285635, -71.13084954)"
120306892,DISTRB,SkipFare,SkipFare,A1,74,05/22/2012 11:55:00 AM,Unarmed,No,No,Day,2012,5,Tuesday,Part Two,774546.06730727,2957359.0415761,NEW CHARDON ST,,"(42.36231028, -71.06198357)"
120316273,PRIOR ,SkipFare,SkipFare,C11,359,05/26/2012 01:00:00 AM,Unarmed,No,No,Last,2012,5,Saturday,Part Two,771928.89989,2932987.875456,WASHINGTON ST,PARK ST,"(42.29547136, -71.07211956)"
120318840,LARCIP,SkipFare,SkipFare,B3,432,05/27/2012 09:01:00 AM,Unarmed,No,No,Day,2012,5,Sunday,Part Two,768866.82932193,2929292.50026835,JACOB ST,,"(42.28537261, -71.0835041)"
120322305,LARCRT,SkipFare,SkipFare,D4,142,05/28/2012 08:30:00 PM,Unarmed,No,No,First,2012,5,Monday,Part Two,767902.92705027,2952280.76498727,NEWBURY ST,,"(42.34846635, -71.08665456)"
120392592,LARCRT,SkipFare,SkipFare,D4,138,06/07/2012 10:00:00 PM,Unarmed,No,No,First,2012,6,Thursday,Part Two,769419.4017076,2952842.09457327,NEWBURY ST,,"(42.34998635, -71.08103456)"
120358313,LARCIP,SkipFare,SkipFare,D4,138,06/12/2012 11:55:00 PM,Unarmed,No,No,Last,2012,6,Tuesday,Part Two,769600.5056761,2952569.66204727,BOYLSTON ST,,"(42.34923635, -71.08036955)"
120384965,LARCIP,SkipFare,SkipFare,C6,229,06/24/2012 01:40:00 AM,Unarmed,No,No,Last,2012,6,Sunday,Part Two,780506.06719827,2946419.68320551,E 7TH ST,,"(42.33220635, -71.04014957)"
120388144,IVPER ,SkipFare,SkipFare,B2,302,06/25/2012 02:45:00 PM,Unarmed,No,No,Day,2012,6,Monday,Part Two,765377.01609161,2943475.61593093,MARCELLA ST,,"(42.3243379, -71.09615273)"
120389946,IVPER ,SkipFare,SkipFare,B2,182,06/26/2012 12:25:00 PM,Unarmed,No,No,Day,2012,6,Tuesday,Part Two,772439.44422394,2943075.9028196,BURRELL ST,,"(42.32314635, -71.07004456)"
120396478,LARCRT,SkipFare,SkipFare,A1,115,06/28/2012 11:30:00 AM,Unarmed,No,No,Day,2012,6,Thursday,Part Two,775455.91489702,2953051.10334161,LINCOLN ST,,"(42.35047634, -71.05869956)"
120400395,LARCIP,SkipFare,SkipFare,E13,634,06/30/2012 07:14:00 PM,Unarmed,No,No,First,2012,6,Saturday,Part Two,761194.93554502,2941779.34766994,S HUNTINGTON AV,,"(42.31973656, -71.11164592)"
120401910,LARCIP,SkipFare,SkipFare,C6,211,07/01/2012 11:15:00 AM,Unarmed,No,No,Day,2012,7,Sunday,Part Two,777763.84400819,2948674.62357752,W BROADWAY,D ST,"(42.33843409, -71.0502471)"
120411772,MEET  ,SkipFare,SkipFare,B2,318,07/05/2012 04:40:00 AM,Unarmed,No,No,Last,2012,7,Thursday,Part Two,767090.60748069,2938085.25597677,BROOKLEDGE ST,,"(42.30952406, -71.08991199)"
120418156,LARCRT,SkipFare,SkipFare,A1,80,07/07/2012 07:20:00 PM,Unarmed,No,No,First,2012,7,Saturday,Part Two,775675.00074493,2959252.62702776,COMMERCIAL ST,,"(42.36749032, -71.05777014)"
120420896,LARCRT,SkipFare,SkipFare,B3,428,07/09/2012 01:30:00 AM,Unarmed,No,No,Last,2012,7,Monday,Part Two,767954.48370568,2927401.71927302,ASTORIA ST,,"(42.28019636, -71.08690956)"
120427472,CRIP  ,SkipFare,SkipFare,D4,170,07/11/2012 09:00:00 PM,Unarmed,No,No,First,2012,7,Wednesday,Part Two,770627.28479053,2948030.32630968,WASHINGTON ST,,"(42.33676635, -71.07665456)"
120428597,LARCRT,SkipFare,SkipFare,C11,247,07/12/2012 12:22:00 PM,Unarmed,No,No,Day,2012,7,Thursday,Part Two,775366.77006219,2939569.96396536,PLEASANT ST,,"(42.31348491, -71.05928702)"
120434348,LARCIP,SkipFare,SkipFare,E18,531,07/14/2012 08:00:00 PM,Other,No,No,First,2012,7,Saturday,Part Two,755435.33518761,2913961.15166602,WATERLOO ST,,"(42.24347137, -71.13338454)"
120435271,IVPER ,SkipFare,SkipFare,B3,417,07/15/2012 04:00:00 AM,Unarmed,No,No,Last,2012,7,Sunday,Part Two,771468.82772685,2928578.73529169,ROCKWELL ST,,"(42.28337873, -71.07390146)"
120435405,LARCIP,SkipFare,SkipFare,D14,769,07/15/2012 07:00:00 AM,Unarmed,No,No,Last,2012,7,Sunday,Part Two,750195.51627093,2953220.32478793,MARKET ST,,"(42.35126135, -71.15214453)"
120442420,LARCIP,SkipFare,SkipFare,A1,93,07/18/2012 10:13:00 AM,Unarmed,No,No,Day,2012,7,Wednesday,Part Two,776159.69564169,2956762.81901526,NORTH ST,,"(42.36065134, -71.05602456)"
120441574,LARCRT,SkipFare,SkipFare,D4,623,07/18/2012 10:30:00 PM,Unarmed,No,No,First,2012,7,Wednesday,Part Two,765537.0787636,2952386.03675835,COMMONWEALTH AV,,"(42.34878635, -71.09540455)"
120445635,LARCIP,SkipFare,SkipFare,D4,129,07/19/2012 05:59:00 PM,Unarmed,No,No,First,2012,7,Thursday,Part Two,771659.22006261,2953068.2155121,BERKELEY ST,,"(42.35057634, -71.07274456)"
120459242,ARREST,SkipFare,SkipFare,D4,143,07/25/2012 03:35:00 PM,Unarmed,No,No,Day,2012,7,Wednesday,Part Two,769682.07572294,2951649.88337502,HUNTINGTON AV,,"(42.34671135, -71.08008456)"
120470626,LARCRT,SkipFare,SkipFare,B3,426,07/26/2012 03:30:00 PM,Unarmed,No,No,Day,2012,7,Thursday,Part Two,766159.42824068,2923891.0002446,BLUE HILL AV,,"(42.27058636, -71.09360455)"
120462232,LARCIP,SkipFare,SkipFare,E13,572,07/26/2012 08:26:00 PM,Unarmed,No,No,First,2012,7,Thursday,Part Two,764562.57677561,2940012.81380144,WASHINGTON ST,,"(42.31484635, -71.09922455)"
120471369,IVPER ,SkipFare,SkipFare,D14,924,07/30/2012 08:25:00 PM,Unarmed,No,No,First,2012,7,Monday,Part Two,752459.24501119,2950665.92832194,WASHINGTON ST,,"(42.34422635, -71.14380953)"
120472433,FIGHT ,SkipFare,SkipFare,E18,499,07/31/2012 10:50:00 AM,Unarmed,No,No,Day,2012,7,Tuesday,Part Two,759228.91421461,2926688.75186694,HYDE PARK AV,,"(42.27835136, -71.11916455)"
120488554,LARCRT,SkipFare,SkipFare,C11,354,08/03/2012 05:30:00 PM,Unarmed,No,No,First,2012,8,Friday,Part Two,776234.35198843,2934363.71125452,CHRISTOPHER ST,,"(42.29918635, -71.05617957)"
120485530,DISTRB,SkipFare,SkipFare,D4,138,08/05/2012 08:56:00 PM,Unarmed,No,No,First,2012,8,Sunday,Part Two,769600.5056761,2952569.66204727,BOYLSTON ST,,"(42.34923635, -71.08036955)"
120504969,LARCRT,SkipFare,SkipFare,D14,0,08/08/2012 08:00:00 AM,Unarmed,No,No,Day,2012,8,Wednesday,Part Two,754958.14618136,2957626.67063402,WESTERN AV,,"(42.36329784, -71.13445575)"
120492890,LARCIP,SkipFare,SkipFare,C11,355,08/09/2012 12:50:00 AM,Unarmed,No,No,Last,2012,8,Thursday,Part Two,775840.00435194,2933197.32940094,DIX ST,,"(42.29599136, -71.05765957)"
120493047,LARCIP,SkipFare,SkipFare,A1,102,08/09/2012 04:35:00 AM,Unarmed,No,No,Last,2012,8,Thursday,Part Two,774688.34130093,2955392.24301627,TREMONT ST,,"(42.35691134, -71.06149456)"
120495254,SSTOP ,SkipFare,SkipFare,E5,0,08/09/2012 11:00:00 AM,Unarmed,No,No,Day,2012,8,Thursday,Part Two,754227.11877203,2929462.96810327,WALWORTH ST,,"(42.28602381, -71.13760339)"
120495777,IVPER ,SkipFare,SkipFare,E18,519,08/09/2012 09:00:00 PM,Unarmed,No,No,First,2012,8,Thursday,Part Two,758759.13037727,2918521.81085177,RIVER ST,,"(42.25594636, -71.12103455)"
120497802,ABANBU,SkipFare,SkipFare,C6,177,08/11/2012 03:45:00 AM,Unarmed,No,No,Last,2012,8,Saturday,Part Two,773244.95770476,2944483.01745944,MASSACHUSETTS AV,,"(42.32699635, -71.06703956)"
120499049,IVPER ,SkipFare,SkipFare,B3,436,08/11/2012 07:24:00 PM,Unarmed,No,No,First,2012,8,Saturday,Part Two,771532.38534252,2930312.84271586,OAKWOOD ST,,"(42.28813636, -71.07363456)"
120505695,LARCIP,SkipFare,SkipFare,A1,64,08/14/2012 06:20:00 PM,Unarmed,No,No,First,2012,8,Tuesday,Part Two,772212.30983568,2957037.7981241,CHARLES ST,,"(42.36146134, -71.07062456)"
120521642,IVPER ,SkipFare,SkipFare,C11,253,08/16/2012 01:00:00 PM,Unarmed,No,No,Day,2012,8,Thursday,Part Two,776351.60175393,2936259.27209593,FREEPORT ST,,"(42.30438619, -71.05570967)"
120523427,ARREST,SkipFare,SkipFare,A1,111,08/22/2012 03:50:00 PM,Unarmed,No,No,Day,2012,8,Wednesday,Part Two,772536.25275735,2957381.92177969,FRUIT ST,,"(42.36240114, -71.06941954)"
120526508,LARCIP,SkipFare,SkipFare,B2,586,08/23/2012 10:01:00 PM,Unarmed,No,No,First,2012,8,Thursday,Part Two,763785.15739868,2945770.73798111,PONTIAC ST,,"(42.33065635, -71.10199955)"
120526533,LARCIP,SkipFare,SkipFare,C11,245,08/23/2012 10:08:00 PM,Unarmed,No,No,First,2012,8,Thursday,Part Two,776776.81383001,2941228.06924494,NEWPORT ST,,"(42.31801471, -71.05404178)"
120529500,THREAT,SkipFare,SkipFare,C6,195,08/25/2012 03:42:00 AM,Unarmed,No,No,Last,2012,8,Saturday,Part Two,777611.070169,2948807.655593,D ST,W BROADWAY,"(42.33880135, -71.05080957)"
120531637,IVPER ,SkipFare,SkipFare,D4,152,08/26/2012 02:33:00 AM,Unarmed,No,No,Last,2012,8,Sunday,Part Two,771396.310664,2950233.473467,DARTMOUTH ST,TREMONT ST,"(42.34280135, -71.07376956)"
120538108,MEET  ,SkipFare,SkipFare,B2,331,08/29/2012 01:07:00 AM,Unarmed,No,No,Last,2012,8,Wednesday,Part Two,772325.91853235,2939056.35311593,DRAYTON AV,,"(42.3121181, -71.07053919)"
120538469,IVPER ,SkipFare,SkipFare,A1,64,08/29/2012 07:35:00 AM,Unarmed,No,No,Day,2012,8,Wednesday,Part Two,772536.25275735,2957381.92177969,FRUIT ST,,"(42.36240114, -71.06941954)"
120550407,LARCRT,SkipFare,SkipFare,D4,144,09/01/2012 03:30:00 PM,Unarmed,No,No,Day,2012,9,Saturday,Part Two,768399.95984885,2951523.34589843,DALTON ST,,"(42.34638135, -71.08482955)"
120547529,LARCIP,SkipFare,SkipFare,C6,188,09/02/2012 01:14:00 AM,Unarmed,No,No,Last,2012,9,Sunday,Part Two,775498.15890702,2942796.34399553,MT VERNON ST,,"(42.32233637, -71.05873954)"
120551319,LARCIP,SkipFare,SkipFare,D4,142,09/03/2012 09:00:00 PM,Unarmed,No,No,First,2012,9,Monday,Part Two,768490.11583653,2952161.53392652,BOYLSTON ST,,"(42.34813135, -71.08448455)"
120551650,LARCIP,SkipFare,SkipFare,A7,29,09/04/2012 01:36:00 AM,Unarmed,No,No,Last,2012,9,Tuesday,Part Two,780544.31580944,2959876.42532085,MAVERICK SQ,,"(42.36913134, -71.03973957)"
120553211,LARCIP,SkipFare,SkipFare,C11,345,09/04/2012 06:36:00 PM,Unarmed,No,No,First,2012,9,Tuesday,Part Two,774150.357593,2935590.18234,DRAPER ST,RIDGEWOOD ST,"(42.30258136, -71.06385957)"
120564028,INVEST,SkipFare,SkipFare,B2,304,09/09/2012 05:26:00 AM,Unarmed,No,No,Last,2012,9,Sunday,Part Two,764957.86109001,2942595.53895093,SLAYTON WY,,"(42.32192837, -71.09771804)"
120566629,IVPER ,SkipFare,SkipFare,E13,578,09/10/2012 01:32:00 PM,Unarmed,No,No,Day,2012,9,Monday,Part Two,762535.12840269,2942196.90162486,FORBES ST,,"(42.32086549, -71.10668335)"
120568880,LARCIP,SkipFare,SkipFare,D4,903,09/11/2012 12:32:00 PM,Unarmed,No,No,Day,2012,9,Tuesday,Part Two,769157.99639052,2947988.46025169,LATTIMORE CT,,"(42.33667135, -71.08208956)"
120579357,LARCRT,SkipFare,SkipFare,A1,100,09/15/2012 02:45:00 AM,Unarmed,No,No,Last,2012,9,Saturday,Part Two,776256.0789791,2956160.19095543,STATE ST,,"(42.35899634, -71.05567956)"
120581975,LARCIP,SkipFare,SkipFare,D4,617,09/16/2012 06:30:00 PM,Unarmed,No,No,First,2012,9,Sunday,Part Two,765888.82543544,2948590.6555696,HUNTINGTON AV,,"(42.33836711, -71.09417015)"
120585770,LARCRT,SkipFare,SkipFare,C11,253,09/18/2012 10:30:00 AM,Unarmed,No,No,Day,2012,9,Tuesday,Part Two,776351.60175393,2936259.27209593,FREEPORT ST,,"(42.30438619, -71.05570967)"
120587148,LARCIP,SkipFare,SkipFare,C11,352,09/18/2012 10:26:00 PM,Unarmed,No,No,First,2012,9,Tuesday,Part Two,774251.567491,2935372.046146,DRAPER ST,WESTVILLE ST,"(42.30198136, -71.06348957)"
120587355,LARCIP,SkipFare,SkipFare,A1,116,09/19/2012 01:06:00 AM,Unarmed,No,No,Last,2012,9,Wednesday,Part Two,774999.30426168,2953794.00179018,ESSEX ST,,"(42.35252134, -71.06037456)"
120603380,LARCRT,SkipFare,SkipFare,C11,346,09/25/2012 04:49:00 PM,Unarmed,No,No,First,2012,9,Tuesday,Part Two,774749.16335777,2936721.14682835,ADAMS ST,,"(42.30567635, -71.06162456)"
120608047,LARCIP,SkipFare,SkipFare,D4,169,09/27/2012 12:18:00 PM,Unarmed,No,No,Day,2012,9,Thursday,Part Two,772150.93823927,2948014.25252293,E NEWTON ST,,"(42.33670135, -71.07101955)"
120609357,LARCIP,SkipFare,SkipFare,E5,685,09/28/2012 12:30:00 AM,Unarmed,No,No,Last,2012,9,Friday,Part Two,754246.94714444,2927589.0322186,CORNELL ST,,"(42.28088136, -71.13755954)"
120616373,LARCIP,SkipFare,SkipFare,C11,395,10/01/2012 03:53:00 AM,Unarmed,No,No,Last,2012,10,Monday,Part Two,773893.03711727,2928630.31819376,DORCHESTER AV,,"(42.28348669, -71.06494199)"
120618146,LARCRT,SkipFare,SkipFare,B2,603,10/01/2012 08:15:00 PM,Unarmed,No,No,First,2012,10,Monday,Part Two,763240.26216302,2946943.47677736,TREMONT ST,,"(42.33388135, -71.10399454)"
120619955,IVPER ,SkipFare,SkipFare,C11,345,10/02/2012 02:50:00 PM,Unarmed,No,No,Day,2012,10,Tuesday,Part Two,774410.59874619,2935424.04640418,WESTVILLE ST,,"(42.30212181, -71.06290072)"
120652094,IVPER ,SkipFare,SkipFare,B3,437,10/15/2012 12:45:00 PM,Unarmed,No,No,Day,2012,10,Monday,Part Two,770746.13166569,2930354.47878744,NORFOLK ST,,"(42.28826136, -71.07653956)"
120654238,IVPER ,SkipFare,SkipFare,D14,762,10/16/2012 12:00:00 PM,Unarmed,No,No,Day,2012,10,Tuesday,Part Two,748127.04107719,2952342.82490252,WASHINGTON ST,,"(42.34887635, -71.15980963)"
120655955,IVPER ,SkipFare,SkipFare,D14,938,10/18/2012 09:00:00 AM,Unarmed,No,No,Day,2012,10,Thursday,Part Two,752693.67236386,2951062.6210981,FIDELIS WY,,"(42.3453122, -71.14293624)"
120656329,DISTRB,SkipFare,SkipFare,E5,556,10/18/2012 12:00:00 PM,Unarmed,No,No,Day,2012,10,Thursday,Part Two,758691.52093243,2927648.43269035,CUMMINS HY,,"(42.28099136, -71.12113454)"
120656470,MISCRP,SkipFare,SkipFare,D14,938,10/18/2012 12:00:00 PM,Unarmed,No,No,Day,2012,10,Thursday,Part Two,752693.67236386,2951062.6210981,FIDELIS WY,,"(42.3453122, -71.14293624)"
120666591,LARCRT,SkipFare,SkipFare,D4,166,10/22/2012 08:14:00 PM,Unarmed,No,No,First,2012,10,Monday,Part Two,772354.14091685,2949587.28612228,WASHINGTON ST,,"(42.341015, -71.07023868)"
120670629,LARCRT,SkipFare,SkipFare,B2,603,10/23/2012 05:00:00 PM,Unarmed,No,No,First,2012,10,Tuesday,Part Two,763240.26216302,2946943.47677736,TREMONT ST,,"(42.33388135, -71.10399454)"
120669262,IVPER ,SkipFare,SkipFare,A1,61,10/24/2012 12:50:00 PM,Unarmed,No,No,Day,2012,10,Wednesday,Part Two,774666.96470327,2958469.93403935,CAUSEWAY ST,,"(42.36535688, -71.06151511)"
120676270,LARCRT,SkipFare,SkipFare,C6,176,10/26/2012 10:00:00 PM,Unarmed,No,No,First,2012,10,Friday,Part Two,773519.41942618,2945282.50634602,NEWMARKET SQ,,"(42.32918635, -71.06600956)"
120679299,IVPER ,SkipFare,SkipFare,A1,121,10/28/2012 01:49:00 AM,Unarmed,No,No,Last,2012,10,Sunday,Part Two,773697.65168127,2952755.99697644,TREMONT ST,,"(42.34969134, -71.06520956)"
120694285,LARCIP,SkipFare,SkipFare,B2,289,11/03/2012 06:32:00 PM,Unarmed,No,No,First,2012,11,Saturday,Part Two,767356.42223776,2947327.37988093,TREMONT ST,,"(42.33488135, -71.08876455)"
120711736,LARCIP,SkipFare,SkipFare,C6,226,11/11/2012 08:30:00 PM,Unarmed,No,No,First,2012,11,Sunday,Part Two,780560.706711,2947318.290869,E 4TH ST,I ST,"(42.33467135, -71.03992957)"
120721172,IVPER ,SkipFare,SkipFare,B2,265,11/16/2012 04:00:00 AM,Unarmed,No,No,Last,2012,11,Friday,Part Two,770112.17755302,2942291.70720953,ALASKA ST,,"(42.32102635, -71.07866455)"
120725732,LARCRT,SkipFare,SkipFare,E13,572,11/18/2012 01:43:00 AM,Unarmed,No,No,Last,2012,11,Sunday,Part Two,764432.63510635,2938886.13692094,MONTEBELLO RD,,"(42.31175637, -71.09972453)"
120728325,MEET  ,SkipFare,SkipFare,E5,681,11/19/2012 11:59:00 AM,Unarmed,No,No,Day,2012,11,Monday,Part Two,754275.129671,2928598.59957,WALWORTH ST,ALDER ST,"(42.28365136, -71.13743954)"
120747142,IVPER ,SkipFare,SkipFare,C11,253,11/28/2012 04:32:00 PM,Unarmed,No,No,First,2012,11,Wednesday,Part Two,776351.60175393,2936259.27209593,FREEPORT ST,,"(42.30438619, -71.05570967)"
120754431,ARREST,SkipFare,SkipFare,D4,138,12/01/2012 11:45:00 PM,Unarmed,No,No,First,2012,12,Saturday,Part Two,769600.5056761,2952569.66204727,BOYLSTON ST,,"(42.34923635, -71.08036955)"
120754496,LARCRT,SkipFare,SkipFare,C6,200,12/01/2012 11:55:00 PM,Unarmed,No,No,Last,2012,12,Saturday,Part Two,776551.56788943,2949714.60706185,W BROADWAY,,"(42.34130529, -71.0547108)"
120756341,LARCIP,SkipFare,SkipFare,C6,176,12/02/2012 11:50:00 PM,Other,No,No,Last,2012,12,Sunday,Part Two,773519.41942618,2945282.50634602,NEWMARKET SQ,,"(42.32918635, -71.06600956)"
120765902,ARREST,SkipFare,SkipFare,E5,695,12/07/2012 01:07:00 AM,Unarmed,No,No,Last,2012,12,Friday,Part Two,751256.78908278,2929857.79867844,CENTRE ST,,"(42.28714136, -71.14857453)"
120765974,IVPER ,SkipFare,SkipFare,C6,214,12/07/2012 02:02:00 AM,Unarmed,No,No,Last,2012,12,Friday,Part Two,778502.62501093,2948167.33128501,F ST,,"(42.33703135, -71.04752457)"
120772301,IVMV  ,SkipFare,SkipFare,C6,213,12/10/2012 12:58:00 AM,Unarmed,No,No,Last,2012,12,Monday,Part Two,778722.64655251,2947847.00220127,W BROADWAY,,"(42.33614915, -71.0467171)"
120776497,TRANSP,SkipFare,SkipFare,D14,802,12/11/2012 09:03:00 PM,Unarmed,No,No,First,2012,12,Tuesday,Part Two,755357.31434626,2954752.50413828,CAMBRIDGE ST,,"(42.35540635, -71.13302454)"
120782399,LARCIP,SkipFare,SkipFare,E5,714,12/14/2012 11:50:00 AM,Unarmed,No,No,Day,2012,12,Friday,Part Two,748054.04516018,2919406.00002827,WASHINGTON ST,MESHAKA ST,"(42.25849636, -71.16056453)"
120786506,PKNIFE,SkipFare,SkipFare,C11,334,12/16/2012 03:58:00 AM,Knife,No,No,Last,2012,12,Sunday,Part Two,774340.05951719,2938874.26686594,HANCOCK ST,,"(42.31159038, -71.06309614)"
120786600,LARCRT,SkipFare,SkipFare,E13,574,12/16/2012 05:20:00 AM,Unarmed,No,No,Last,2012,12,Sunday,Part Two,764106.77814652,2942915.14428285,CENTRE ST,,"(42.32281635, -71.10085955)"
120795168,LARCIP,SkipFare,SkipFare,A15,900,12/20/2012 07:05:00 AM,Other,No,No,Last,2012,12,Thursday,Part Two,775727.21914444,2962941.7213556,OREILLY WY,,"(42.37761248, -71.0575061)"
120803431,LARCIP,SkipFare,SkipFare,C6,196,12/24/2012 02:17:00 AM,Unarmed,No,No,Last,2012,12,Monday,Part Two,776578.21120886,2947106.0423971,OLD COLONY AV,,"(42.33414693, -71.05466263)"
120804018,FIGHT ,SkipFare,SkipFare,A1,103,12/24/2012 12:06:00 PM,Unarmed,No,No,Day,2012,12,Monday,Part Two,774968.216418,2954843.394986,WASHINGTON ST,WINTER ST,"(42.35540135, -71.06046957)"
120805161,IVPER ,SkipFare,SkipFare,D4,598,12/25/2012 02:16:00 AM,Unarmed,No,No,Last,2012,12,Tuesday,Part Two,767710.163735,2951614.749014,MASSACHUSETTS AV,HAVILAND ST,"(42.34664135, -71.08737956)"
120809268,INVEST,SkipFare,SkipFare,A1,114,12/27/2012 03:05:00 PM,Unarmed,No,No,Day,2012,12,Thursday,Part Two,776335.756418,2953837.370525,ATLANTIC AV,SUMMER ST,"(42.35262135, -71.05542957)"
120817350,LARCIP,SkipFare,SkipFare,A1,112,12/31/2012 10:00:00 PM,Unarmed,No,No,First,2012,12,Monday,Part Two,775207.37700827,2953283.05300894,BEACH ST,,"(42.35111634, -71.05961456)"
